Pays,Année,Trouble,Prévalence,Sexe
Australia,2022,TDAH,6.55,Femme
Australia,2022,TDAH,8.65,Homme
South Africa,2022,Trouble de la personnalité borderline,3.33,Les deux
South Africa,2022,Trouble de la personnalité borderline,6.28,Femme
South Africa,2022,Trouble de la personnalité borderline,3.4,Homme
South Africa,2022,Trouble bipolaire,9.61,Les deux
South Africa,2022,Trouble bipolaire,8.91,Femme
South Africa,2022,Trouble bipolaire,4.26,Homme
South Africa,2022,Dépression majeure,9.51,Les deux
South Africa,2022,Dépression majeure,0.88,Femme
South Africa,2022,Dépression majeure,7.2,Homme
South Africa,2022,Trouble anxieux généralisé,5.63,Les deux
South Africa,2022,Trouble anxieux généralisé,3.26,Femme
South Africa,2022,Trouble anxieux généralisé,11.56,Homme
South Africa,2022,Trouble panique,3.02,Les deux
South Africa,2022,Trouble panique,3.98,Femme
South Africa,2022,Trouble panique,5.44,Homme
South Africa,2022,Phobie sociale,1.5,Les deux
South Africa,2022,Phobie sociale,0.9,Femme
South Africa,2022,Phobie sociale,3.71,Homme
South Africa,2022,Trouble obsessionnel-compulsif (TOC),6.8,Les deux
South Africa,2022,Trouble obsessionnel-compulsif (TOC),0.69,Femme
South Africa,2022,Trouble obsessionnel-compulsif (TOC),4.98,Homme
South Africa,2022,Stress post-traumatique (PTSD),8.85,Les deux
South Africa,2022,Stress post-traumatique (PTSD),0.89,Femme
South Africa,2022,Stress post-traumatique (PTSD),0.75,Homme
South Africa,2022,Schizophrénie,9.04,Les deux
South Africa,2022,Schizophrénie,7.13,Femme
South Africa,2022,Schizophrénie,1.97,Homme
South Africa,2022,Trouble dissociatif,1.4,Les deux
South Africa,2022,Trouble dissociatif,0.64,Femme
South Africa,2022,Trouble dissociatif,5.23,Homme
South Africa,2022,Trouble du sommeil,4.31,Les deux
South Africa,2022,Trouble du sommeil,6.45,Femme
South Africa,2022,Trouble du sommeil,7.24,Homme
South Africa,2022,Trouble somatique,5.41,Les deux
South Africa,2022,Trouble somatique,5.38,Femme
South Africa,2022,Trouble somatique,5.63,Homme
South Africa,2022,Addiction à l’alcool,8.04,Les deux
South Africa,2022,Addiction à l’alcool,8.48,Femme
South Africa,2022,Addiction à l’alcool,4.8,Homme
South Africa,2022,Addiction aux drogues,5.49,Les deux
South Africa,2022,Addiction aux drogues,6.37,Femme
South Africa,2022,Addiction aux drogues,1.11,Homme
South Africa,2022,Addiction au jeu,8.21,Les deux
South Africa,2022,Addiction au jeu,3.84,Femme
South Africa,2022,Addiction au jeu,8.65,Homme
South Africa,2022,Trouble de l’alimentation,8.36,Les deux
South Africa,2022,Trouble de l’alimentation,2.62,Femme
South Africa,2022,Trouble de l’alimentation,1.29,Homme
South Africa,2022,Autisme,0.45,Les deux
South Africa,2022,Autisme,8.6,Femme
South Africa,2022,Autisme,2.32,Homme
South Africa,2022,TDAH,6.75,Les deux
South Africa,2022,TDAH,8.87,Femme
South Africa,2022,TDAH,2.03,Homme
Mexico,2022,Trouble de la personnalité borderline,8.55,Les deux
Mexico,2022,Trouble de la personnalité borderline,1.21,Femme
Mexico,2022,Trouble de la personnalité borderline,1.48,Homme
Mexico,2022,Trouble bipolaire,5.96,Les deux
Mexico,2022,Trouble bipolaire,7.2,Femme
Mexico,2022,Trouble bipolaire,9.54,Homme
Mexico,2022,Dépression majeure,7.96,Les deux
Mexico,2022,Dépression majeure,10.9,Femme
Mexico,2022,Dépression majeure,8.27,Homme
Mexico,2022,Trouble anxieux généralisé,8.11,Les deux
Mexico,2022,Trouble anxieux généralisé,10.65,Femme
Mexico,2022,Trouble anxieux généralisé,2.44,Homme
Mexico,2022,Trouble panique,7.98,Les deux
Mexico,2022,Trouble panique,9.53,Femme
Mexico,2022,Trouble panique,9.51,Homme
Mexico,2022,Phobie sociale,4.19,Les deux
Mexico,2022,Phobie sociale,10.8,Femme
Mexico,2022,Phobie sociale,6.77,Homme
Mexico,2022,Trouble obsessionnel-compulsif (TOC),8.44,Les deux
Mexico,2022,Trouble obsessionnel-compulsif (TOC),10.07,Femme
Mexico,2022,Trouble obsessionnel-compulsif (TOC),3.57,Homme
Mexico,2022,Stress post-traumatique (PTSD),1.73,Les deux
Mexico,2022,Stress post-traumatique (PTSD),0.81,Femme
Mexico,2022,Stress post-traumatique (PTSD),0.64,Homme
Mexico,2022,Schizophrénie,5.93,Les deux
Mexico,2022,Schizophrénie,1.49,Femme
Mexico,2022,Schizophrénie,2.15,Homme
Mexico,2022,Trouble dissociatif,6.79,Les deux
Mexico,2022,Trouble dissociatif,9.97,Femme
Mexico,2022,Trouble dissociatif,8.21,Homme
Mexico,2022,Trouble du sommeil,7.34,Les deux
Mexico,2022,Trouble du sommeil,0.55,Femme
Mexico,2022,Trouble du sommeil,7.0,Homme
Mexico,2022,Trouble somatique,8.34,Les deux
Mexico,2022,Trouble somatique,2.0,Femme
Mexico,2022,Trouble somatique,6.13,Homme
Mexico,2022,Addiction à l’alcool,5.34,Les deux
Mexico,2022,Addiction à l’alcool,1.96,Femme
Mexico,2022,Addiction à l’alcool,2.24,Homme
Mexico,2022,Addiction aux drogues,8.91,Les deux
Mexico,2022,Addiction aux drogues,3.66,Femme
Mexico,2022,Addiction aux drogues,4.02,Homme
Mexico,2022,Addiction au jeu,2.09,Les deux
Mexico,2022,Addiction au jeu,0.7,Femme
Mexico,2022,Addiction au jeu,2.91,Homme
Mexico,2022,Trouble de l’alimentation,0.57,Les deux
Mexico,2022,Trouble de l’alimentation,7.19,Femme
Mexico,2022,Trouble de l’alimentation,1.81,Homme
Mexico,2022,Autisme,3.94,Les deux
Mexico,2022,Autisme,4.51,Femme
Mexico,2022,Autisme,9.06,Homme
Mexico,2022,TDAH,6.87,Les deux
Mexico,2022,TDAH,1.49,Femme
Mexico,2022,TDAH,1.72,Homme
China,2022,Trouble de la personnalité borderline,7.29,Les deux
China,2022,Trouble de la personnalité borderline,6.07,Femme
China,2022,Trouble de la personnalité borderline,7.27,Homme
China,2022,Trouble bipolaire,2.16,Les deux
China,2022,Trouble bipolaire,6.0,Femme
China,2022,Trouble bipolaire,0.1,Homme
China,2022,Dépression majeure,4.14,Les deux
China,2022,Dépression majeure,5.79,Femme
China,2022,Dépression majeure,9.11,Homme
China,2022,Trouble anxieux généralisé,8.4,Les deux
China,2022,Trouble anxieux généralisé,3.84,Femme
China,2022,Trouble anxieux généralisé,2.66,Homme
China,2022,Trouble panique,5.4,Les deux
China,2022,Trouble panique,2.87,Femme
China,2022,Trouble panique,5.91,Homme
China,2022,Phobie sociale,0.84,Les deux
China,2022,Phobie sociale,4.05,Femme
China,2022,Phobie sociale,4.64,Homme
China,2022,Trouble obsessionnel-compulsif (TOC),6.09,Les deux
China,2022,Trouble obsessionnel-compulsif (TOC),6.2,Femme
China,2022,Trouble obsessionnel-compulsif (TOC),2.65,Homme
China,2022,Stress post-traumatique (PTSD),2.53,Les deux
China,2022,Stress post-traumatique (PTSD),3.89,Femme
China,2022,Stress post-traumatique (PTSD),7.93,Homme
China,2022,Schizophrénie,4.35,Les deux
China,2022,Schizophrénie,2.13,Femme
China,2022,Schizophrénie,2.24,Homme
China,2022,Trouble dissociatif,1.82,Les deux
China,2022,Trouble dissociatif,9.33,Femme
China,2022,Trouble dissociatif,9.48,Homme
China,2022,Trouble du sommeil,8.06,Les deux
China,2022,Trouble du sommeil,5.82,Femme
China,2022,Trouble du sommeil,5.98,Homme
China,2022,Trouble somatique,3.84,Les deux
China,2022,Trouble somatique,9.23,Femme
China,2022,Trouble somatique,3.13,Homme
China,2022,Addiction à l’alcool,0.25,Les deux
China,2022,Addiction à l’alcool,9.97,Femme
China,2022,Addiction à l’alcool,1.42,Homme
China,2022,Addiction aux drogues,9.52,Les deux
China,2022,Addiction aux drogues,0.91,Femme
China,2022,Addiction aux drogues,4.29,Homme
China,2022,Addiction au jeu,6.54,Les deux
China,2022,Addiction au jeu,5.1,Femme
China,2022,Addiction au jeu,6.47,Homme
China,2022,Trouble de l’alimentation,0.44,Les deux
China,2022,Trouble de l’alimentation,8.71,Femme
China,2022,Trouble de l’alimentation,7.4,Homme
China,2022,Autisme,6.18,Les deux
China,2022,Autisme,2.68,Femme
China,2022,Autisme,5.33,Homme
China,2022,TDAH,8.09,Les deux
China,2022,TDAH,7.5,Femme
China,2022,TDAH,0.32,Homme
Russia,2022,Trouble de la personnalité borderline,6.68,Les deux
Russia,2022,Trouble de la personnalité borderline,3.14,Femme
Russia,2022,Trouble de la personnalité borderline,4.95,Homme
Russia,2022,Trouble bipolaire,3.13,Les deux
Russia,2022,Trouble bipolaire,4.74,Femme
Russia,2022,Trouble bipolaire,1.17,Homme
Russia,2022,Dépression majeure,5.96,Les deux
Russia,2022,Dépression majeure,9.07,Femme
Russia,2022,Dépression majeure,6.91,Homme
Russia,2022,Trouble anxieux généralisé,6.39,Les deux
Russia,2022,Trouble anxieux généralisé,1.69,Femme
Russia,2022,Trouble anxieux généralisé,8.23,Homme
Russia,2022,Trouble panique,0.25,Les deux
Russia,2022,Trouble panique,7.92,Femme
Russia,2022,Trouble panique,6.1,Homme
Russia,2022,Phobie sociale,6.35,Les deux
Russia,2022,Phobie sociale,9.13,Femme
Russia,2022,Phobie sociale,7.51,Homme
Russia,2022,Trouble obsessionnel-compulsif (TOC),3.85,Les deux
Russia,2022,Trouble obsessionnel-compulsif (TOC),5.45,Femme
Russia,2022,Trouble obsessionnel-compulsif (TOC),7.41,Homme
Russia,2022,Stress post-traumatique (PTSD),7.13,Les deux
Russia,2022,Stress post-traumatique (PTSD),1.62,Femme
Russia,2022,Stress post-traumatique (PTSD),8.82,Homme
Russia,2022,Schizophrénie,1.52,Les deux
Russia,2022,Schizophrénie,7.16,Femme
Russia,2022,Schizophrénie,5.16,Homme
Russia,2022,Trouble dissociatif,4.9,Les deux
Russia,2022,Trouble dissociatif,10.5,Femme
Russia,2022,Trouble dissociatif,6.04,Homme
Russia,2022,Trouble du sommeil,2.99,Les deux
Russia,2022,Trouble du sommeil,2.66,Femme
Russia,2022,Trouble du sommeil,5.63,Homme
Russia,2022,Trouble somatique,3.77,Les deux
Russia,2022,Trouble somatique,2.34,Femme
Russia,2022,Trouble somatique,4.4,Homme
Russia,2022,Addiction à l’alcool,8.37,Les deux
Russia,2022,Addiction à l’alcool,5.4,Femme
Russia,2022,Addiction à l’alcool,0.43,Homme
Russia,2022,Addiction aux drogues,6.28,Les deux
Russia,2022,Addiction aux drogues,7.86,Femme
Russia,2022,Addiction aux drogues,10.6,Homme
Russia,2022,Addiction au jeu,0.91,Les deux
Russia,2022,Addiction au jeu,8.74,Femme
Russia,2022,Addiction au jeu,10.07,Homme
Russia,2022,Trouble de l’alimentation,4.18,Les deux
Russia,2022,Trouble de l’alimentation,4.73,Femme
Russia,2022,Trouble de l’alimentation,9.73,Homme
Russia,2022,Autisme,4.21,Les deux
Russia,2022,Autisme,8.86,Femme
Russia,2022,Autisme,4.12,Homme
Russia,2022,TDAH,8.3,Les deux
Russia,2022,TDAH,6.42,Femme
Russia,2022,TDAH,7.71,Homme
Italy,2022,Trouble de la personnalité borderline,2.06,Les deux
Italy,2022,Trouble de la personnalité borderline,4.04,Femme
Italy,2022,Trouble de la personnalité borderline,0.85,Homme
Italy,2022,Trouble bipolaire,7.64,Les deux
Italy,2022,Trouble bipolaire,2.98,Femme
Italy,2022,Trouble bipolaire,9.24,Homme
Italy,2022,Dépression majeure,4.16,Les deux
Italy,2022,Dépression majeure,1.55,Femme
Italy,2022,Dépression majeure,5.25,Homme
Italy,2022,Trouble anxieux généralisé,7.81,Les deux
Italy,2022,Trouble anxieux généralisé,8.21,Femme
Italy,2022,Trouble anxieux généralisé,10.42,Homme
Italy,2022,Trouble panique,6.34,Les deux
Italy,2022,Trouble panique,0.54,Femme
Italy,2022,Trouble panique,9.53,Homme
Italy,2022,Phobie sociale,7.03,Les deux
Italy,2022,Phobie sociale,3.81,Femme
Italy,2022,Phobie sociale,9.3,Homme
Italy,2022,Trouble obsessionnel-compulsif (TOC),1.24,Les deux
Italy,2022,Trouble obsessionnel-compulsif (TOC),0.27,Femme
Italy,2022,Trouble obsessionnel-compulsif (TOC),4.49,Homme
Italy,2022,Stress post-traumatique (PTSD),0.19,Les deux
Italy,2022,Stress post-traumatique (PTSD),8.13,Femme
Italy,2022,Stress post-traumatique (PTSD),7.38,Homme
Italy,2022,Schizophrénie,7.93,Les deux
Italy,2022,Schizophrénie,4.44,Femme
Italy,2022,Schizophrénie,6.61,Homme
Italy,2022,Trouble dissociatif,3.1,Les deux
Italy,2022,Trouble dissociatif,10.21,Femme
Italy,2022,Trouble dissociatif,2.3,Homme
Italy,2022,Trouble du sommeil,2.6,Les deux
Italy,2022,Trouble du sommeil,4.22,Femme
Italy,2022,Trouble du sommeil,1.25,Homme
Italy,2022,Trouble somatique,5.6,Les deux
Italy,2022,Trouble somatique,2.85,Femme
Italy,2022,Trouble somatique,2.5,Homme
Italy,2022,Addiction à l’alcool,5.95,Les deux
Italy,2022,Addiction à l’alcool,3.07,Femme
Italy,2022,Addiction à l’alcool,4.66,Homme
Italy,2022,Addiction aux drogues,7.44,Les deux
Italy,2022,Addiction aux drogues,7.41,Femme
Italy,2022,Addiction aux drogues,4.37,Homme
Italy,2022,Addiction au jeu,5.95,Les deux
Italy,2022,Addiction au jeu,9.88,Femme
Italy,2022,Addiction au jeu,6.9,Homme
Italy,2022,Trouble de l’alimentation,9.33,Les deux
Italy,2022,Trouble de l’alimentation,2.82,Femme
Italy,2022,Trouble de l’alimentation,5.58,Homme
Italy,2022,Autisme,7.24,Les deux
Italy,2022,Autisme,8.31,Femme
Italy,2022,Autisme,4.5,Homme
Italy,2022,TDAH,8.72,Les deux
Italy,2022,TDAH,3.09,Femme
Italy,2022,TDAH,1.44,Homme
Spain,2022,Trouble de la personnalité borderline,4.32,Les deux
Spain,2022,Trouble de la personnalité borderline,7.23,Femme
Spain,2022,Trouble de la personnalité borderline,1.15,Homme
Spain,2022,Trouble bipolaire,8.97,Les deux
Spain,2022,Trouble bipolaire,8.93,Femme
Spain,2022,Trouble bipolaire,0.37,Homme
Spain,2022,Dépression majeure,8.62,Les deux
Spain,2022,Dépression majeure,5.04,Femme
Spain,2022,Dépression majeure,3.07,Homme
Spain,2022,Trouble anxieux généralisé,8.01,Les deux
Spain,2022,Trouble anxieux généralisé,4.44,Femme
Spain,2022,Trouble anxieux généralisé,4.72,Homme
Spain,2022,Trouble panique,7.07,Les deux
Spain,2022,Trouble panique,5.88,Femme
Spain,2022,Trouble panique,1.19,Homme
Spain,2022,Phobie sociale,2.66,Les deux
Spain,2022,Phobie sociale,9.09,Femme
Spain,2022,Phobie sociale,9.02,Homme
Spain,2022,Trouble obsessionnel-compulsif (TOC),4.48,Les deux
Spain,2022,Trouble obsessionnel-compulsif (TOC),3.51,Femme
Spain,2022,Trouble obsessionnel-compulsif (TOC),4.4,Homme
Spain,2022,Stress post-traumatique (PTSD),1.49,Les deux
Spain,2022,Stress post-traumatique (PTSD),4.19,Femme
Spain,2022,Stress post-traumatique (PTSD),1.16,Homme
Spain,2022,Schizophrénie,0.47,Les deux
Spain,2022,Schizophrénie,8.5,Femme
Spain,2022,Schizophrénie,9.16,Homme
Spain,2022,Trouble dissociatif,2.04,Les deux
Spain,2022,Trouble dissociatif,2.4,Femme
Spain,2022,Trouble dissociatif,7.52,Homme
Spain,2022,Trouble du sommeil,2.5,Les deux
Spain,2022,Trouble du sommeil,7.54,Femme
Spain,2022,Trouble du sommeil,3.92,Homme
Spain,2022,Trouble somatique,5.63,Les deux
Spain,2022,Trouble somatique,2.57,Femme
Spain,2022,Trouble somatique,3.36,Homme
Spain,2022,Addiction à l’alcool,5.95,Les deux
Spain,2022,Addiction à l’alcool,6.63,Femme
Spain,2022,Addiction à l’alcool,11.26,Homme
Spain,2022,Addiction aux drogues,5.98,Les deux
Spain,2022,Addiction aux drogues,8.25,Femme
Spain,2022,Addiction aux drogues,8.46,Homme
Spain,2022,Addiction au jeu,5.68,Les deux
Spain,2022,Addiction au jeu,9.66,Femme
Spain,2022,Addiction au jeu,8.44,Homme
Spain,2022,Trouble de l’alimentation,7.02,Les deux
Spain,2022,Trouble de l’alimentation,2.51,Femme
Spain,2022,Trouble de l’alimentation,5.03,Homme
Spain,2022,Autisme,7.03,Les deux
Spain,2022,Autisme,8.34,Femme
Spain,2022,Autisme,10.28,Homme
Spain,2022,TDAH,9.88,Les deux
Spain,2022,TDAH,2.15,Femme
Spain,2022,TDAH,7.27,Homme
Argentina,2022,Trouble de la personnalité borderline,9.13,Les deux
Argentina,2022,Trouble de la personnalité borderline,8.66,Femme
Argentina,2022,Trouble de la personnalité borderline,4.78,Homme
Argentina,2022,Trouble bipolaire,1.41,Les deux
Argentina,2022,Trouble bipolaire,10.79,Femme
Argentina,2022,Trouble bipolaire,9.74,Homme
Argentina,2022,Dépression majeure,1.86,Les deux
Argentina,2022,Dépression majeure,4.69,Femme
Argentina,2022,Dépression majeure,9.24,Homme
Argentina,2022,Trouble anxieux généralisé,1.3,Les deux
Argentina,2022,Trouble anxieux généralisé,6.42,Femme
Argentina,2022,Trouble anxieux généralisé,4.94,Homme
Argentina,2022,Trouble panique,1.65,Les deux
Argentina,2022,Trouble panique,1.16,Femme
Argentina,2022,Trouble panique,8.21,Homme
Argentina,2022,Phobie sociale,0.89,Les deux
Argentina,2022,Phobie sociale,4.63,Femme
Argentina,2022,Phobie sociale,1.86,Homme
Argentina,2022,Trouble obsessionnel-compulsif (TOC),8.47,Les deux
Argentina,2022,Trouble obsessionnel-compulsif (TOC),4.79,Femme
Argentina,2022,Trouble obsessionnel-compulsif (TOC),5.02,Homme
Argentina,2022,Stress post-traumatique (PTSD),4.52,Les deux
Argentina,2022,Stress post-traumatique (PTSD),6.98,Femme
Argentina,2022,Stress post-traumatique (PTSD),0.1,Homme
Argentina,2022,Schizophrénie,0.55,Les deux
Argentina,2022,Schizophrénie,2.74,Femme
Argentina,2022,Schizophrénie,7.11,Homme
Argentina,2022,Trouble dissociatif,3.57,Les deux
Argentina,2022,Trouble dissociatif,9.98,Femme
Argentina,2022,Trouble dissociatif,8.66,Homme
Argentina,2022,Trouble du sommeil,1.06,Les deux
Argentina,2022,Trouble du sommeil,2.2,Femme
Argentina,2022,Trouble du sommeil,9.0,Homme
Argentina,2022,Trouble somatique,4.98,Les deux
Argentina,2022,Trouble somatique,4.13,Femme
Argentina,2022,Trouble somatique,1.25,Homme
Argentina,2022,Addiction à l’alcool,0.52,Les deux
Argentina,2022,Addiction à l’alcool,3.94,Femme
Argentina,2022,Addiction à l’alcool,5.14,Homme
Argentina,2022,Addiction aux drogues,0.42,Les deux
Argentina,2022,Addiction aux drogues,8.24,Femme
Argentina,2022,Addiction aux drogues,2.25,Homme
Argentina,2022,Addiction au jeu,8.73,Les deux
Argentina,2022,Addiction au jeu,4.15,Femme
Argentina,2022,Addiction au jeu,3.78,Homme
Argentina,2022,Trouble de l’alimentation,8.4,Les deux
Argentina,2022,Trouble de l’alimentation,10.1,Femme
Argentina,2022,Trouble de l’alimentation,4.88,Homme
Argentina,2022,Autisme,5.56,Les deux
Argentina,2022,Autisme,0.62,Femme
Argentina,2022,Autisme,7.62,Homme
Argentina,2022,TDAH,3.65,Les deux
Argentina,2022,TDAH,9.25,Femme
Argentina,2022,TDAH,11.13,Homme
Egypt,2022,Trouble de la personnalité borderline,0.51,Les deux
Egypt,2022,Trouble de la personnalité borderline,5.02,Femme
Egypt,2022,Trouble de la personnalité borderline,7.63,Homme
Egypt,2022,Trouble bipolaire,6.11,Les deux
Egypt,2022,Trouble bipolaire,8.71,Femme
Egypt,2022,Trouble bipolaire,3.6,Homme
Egypt,2022,Dépression majeure,4.01,Les deux
Egypt,2022,Dépression majeure,5.2,Femme
Egypt,2022,Dépression majeure,7.32,Homme
Egypt,2022,Trouble anxieux généralisé,8.15,Les deux
Egypt,2022,Trouble anxieux généralisé,0.31,Femme
Egypt,2022,Trouble anxieux généralisé,3.97,Homme
Egypt,2022,Trouble panique,1.87,Les deux
Egypt,2022,Trouble panique,5.36,Femme
Egypt,2022,Trouble panique,0.16,Homme
Egypt,2022,Phobie sociale,1.4,Les deux
Egypt,2022,Phobie sociale,10.0,Femme
Egypt,2022,Phobie sociale,0.14,Homme
Egypt,2022,Trouble obsessionnel-compulsif (TOC),1.41,Les deux
Egypt,2022,Trouble obsessionnel-compulsif (TOC),8.35,Femme
Egypt,2022,Trouble obsessionnel-compulsif (TOC),6.59,Homme
Egypt,2022,Stress post-traumatique (PTSD),0.6,Les deux
Egypt,2022,Stress post-traumatique (PTSD),6.45,Femme
Egypt,2022,Stress post-traumatique (PTSD),6.82,Homme
Egypt,2022,Schizophrénie,0.32,Les deux
Egypt,2022,Schizophrénie,1.78,Femme
Egypt,2022,Schizophrénie,11.74,Homme
Egypt,2022,Trouble dissociatif,7.48,Les deux
Egypt,2022,Trouble dissociatif,9.6,Femme
Egypt,2022,Trouble dissociatif,5.16,Homme
Egypt,2022,Trouble du sommeil,6.64,Les deux
Egypt,2022,Trouble du sommeil,1.73,Femme
Egypt,2022,Trouble du sommeil,4.1,Homme
Egypt,2022,Trouble somatique,8.45,Les deux
Egypt,2022,Trouble somatique,1.43,Femme
Egypt,2022,Trouble somatique,10.29,Homme
Egypt,2022,Addiction à l’alcool,7.15,Les deux
Egypt,2022,Addiction à l’alcool,0.48,Femme
Egypt,2022,Addiction à l’alcool,8.0,Homme
Egypt,2022,Addiction aux drogues,2.98,Les deux
Egypt,2022,Addiction aux drogues,3.97,Femme
Egypt,2022,Addiction aux drogues,6.51,Homme
Egypt,2022,Addiction au jeu,2.25,Les deux
Egypt,2022,Addiction au jeu,7.92,Femme
Egypt,2022,Addiction au jeu,2.79,Homme
Egypt,2022,Trouble de l’alimentation,7.57,Les deux
Egypt,2022,Trouble de l’alimentation,0.36,Femme
Egypt,2022,Trouble de l’alimentation,4.84,Homme
Egypt,2022,Autisme,9.54,Les deux
Egypt,2022,Autisme,9.53,Femme
Egypt,2022,Autisme,4.21,Homme
Egypt,2022,TDAH,5.58,Les deux
Egypt,2022,TDAH,2.69,Femme
Egypt,2022,TDAH,1.72,Homme
France,2023,Trouble de la personnalité borderline,3.3,Les deux
France,2023,Trouble de la personnalité borderline,4.81,Femme
France,2023,Trouble de la personnalité borderline,2.73,Homme
France,2023,Trouble bipolaire,4.64,Les deux
France,2023,Trouble bipolaire,10.0,Femme
France,2023,Trouble bipolaire,0.99,Homme
France,2023,Dépression majeure,3.29,Les deux
France,2023,Dépression majeure,8.47,Femme
France,2023,Dépression majeure,9.42,Homme
France,2023,Trouble anxieux généralisé,1.96,Les deux
France,2023,Trouble anxieux généralisé,4.31,Femme
France,2023,Trouble anxieux généralisé,5.37,Homme
France,2023,Trouble panique,5.89,Les deux
France,2023,Trouble panique,7.57,Femme
France,2023,Trouble panique,7.02,Homme
France,2023,Phobie sociale,5.03,Les deux
France,2023,Phobie sociale,4.11,Femme
France,2023,Phobie sociale,1.38,Homme
France,2023,Trouble obsessionnel-compulsif (TOC),4.12,Les deux
France,2023,Trouble obsessionnel-compulsif (TOC),7.4,Femme
France,2023,Trouble obsessionnel-compulsif (TOC),6.51,Homme
France,2023,Stress post-traumatique (PTSD),1.67,Les deux
France,2023,Stress post-traumatique (PTSD),3.47,Femme
France,2023,Stress post-traumatique (PTSD),1.77,Homme
France,2023,Schizophrénie,5.7,Les deux
France,2023,Schizophrénie,4.28,Femme
France,2023,Schizophrénie,3.18,Homme
France,2023,Trouble dissociatif,1.92,Les deux
France,2023,Trouble dissociatif,2.95,Femme
France,2023,Trouble dissociatif,6.18,Homme
France,2023,Trouble du sommeil,8.34,Les deux
France,2023,Trouble du sommeil,0.17,Femme
France,2023,Trouble du sommeil,8.84,Homme
France,2023,Trouble somatique,4.83,Les deux
France,2023,Trouble somatique,7.21,Femme
France,2023,Trouble somatique,0.14,Homme
France,2023,Addiction à l’alcool,1.09,Les deux
France,2023,Addiction à l’alcool,1.66,Femme
France,2023,Addiction à l’alcool,6.4,Homme
France,2023,Addiction aux drogues,0.76,Les deux
France,2023,Addiction aux drogues,1.08,Femme
France,2023,Addiction aux drogues,1.59,Homme
France,2023,Addiction au jeu,5.79,Les deux
France,2023,Addiction au jeu,1.87,Femme
France,2023,Addiction au jeu,0.98,Homme
France,2023,Trouble de l’alimentation,6.1,Les deux
France,2023,Trouble de l’alimentation,6.23,Femme
France,2023,Trouble de l’alimentation,5.86,Homme
France,2023,Autisme,4.78,Les deux
France,2023,Autisme,4.92,Femme
France,2023,Autisme,7.05,Homme
France,2023,TDAH,1.68,Les deux
France,2023,TDAH,3.49,Femme
France,2023,TDAH,10.36,Homme
United States,2023,Trouble de la personnalité borderline,0.6,Les deux
United States,2023,Trouble de la personnalité borderline,6.94,Femme
United States,2023,Trouble de la personnalité borderline,4.32,Homme
United States,2023,Trouble bipolaire,7.04,Les deux
United States,2023,Trouble bipolaire,2.61,Femme
United States,2023,Trouble bipolaire,7.24,Homme
United States,2023,Dépression majeure,8.92,Les deux
United States,2023,Dépression majeure,8.83,Femme
United States,2023,Dépression majeure,9.02,Homme
United States,2023,Trouble anxieux généralisé,3.77,Les deux
United States,2023,Trouble anxieux généralisé,10.7,Femme
United States,2023,Trouble anxieux généralisé,7.12,Homme
United States,2023,Trouble panique,1.85,Les deux
United States,2023,Trouble panique,10.98,Femme
United States,2023,Trouble panique,2.8,Homme
United States,2023,Phobie sociale,6.14,Les deux
United States,2023,Phobie sociale,0.92,Femme
United States,2023,Phobie sociale,9.58,Homme
United States,2023,Trouble obsessionnel-compulsif (TOC),7.45,Les deux
United States,2023,Trouble obsessionnel-compulsif (TOC),5.22,Femme
United States,2023,Trouble obsessionnel-compulsif (TOC),4.46,Homme
United States,2023,Stress post-traumatique (PTSD),7.64,Les deux
United States,2023,Stress post-traumatique (PTSD),6.42,Femme
United States,2023,Stress post-traumatique (PTSD),1.49,Homme
United States,2023,Schizophrénie,5.55,Les deux
United States,2023,Schizophrénie,3.67,Femme
United States,2023,Schizophrénie,3.13,Homme
United States,2023,Trouble dissociatif,9.38,Les deux
United States,2023,Trouble dissociatif,6.96,Femme
United States,2023,Trouble dissociatif,3.5,Homme
United States,2023,Trouble du sommeil,8.52,Les deux
United States,2023,Trouble du sommeil,7.51,Femme
United States,2023,Trouble du sommeil,0.56,Homme
United States,2023,Trouble somatique,5.08,Les deux
United States,2023,Trouble somatique,0.96,Femme
United States,2023,Trouble somatique,8.4,Homme
United States,2023,Addiction à l’alcool,9.96,Les deux
United States,2023,Addiction à l’alcool,7.43,Femme
United States,2023,Addiction à l’alcool,0.19,Homme
United States,2023,Addiction aux drogues,7.09,Les deux
United States,2023,Addiction aux drogues,5.57,Femme
United States,2023,Addiction aux drogues,8.13,Homme
United States,2023,Addiction au jeu,0.29,Les deux
United States,2023,Addiction au jeu,3.62,Femme
United States,2023,Addiction au jeu,2.97,Homme
United States,2023,Trouble de l’alimentation,4.3,Les deux
United States,2023,Trouble de l’alimentation,2.4,Femme
United States,2023,Trouble de l’alimentation,5.87,Homme
United States,2023,Autisme,5.37,Les deux
United States,2023,Autisme,7.22,Femme
United States,2023,Autisme,3.42,Homme
United States,2023,TDAH,6.9,Les deux
United States,2023,TDAH,0.26,Femme
United States,2023,TDAH,6.29,Homme
Brazil,2023,Trouble de la personnalité borderline,9.63,Les deux
Brazil,2023,Trouble de la personnalité borderline,1.92,Femme
Brazil,2023,Trouble de la personnalité borderline,10.02,Homme
Brazil,2023,Trouble bipolaire,6.07,Les deux
Brazil,2023,Trouble bipolaire,1.25,Femme
Brazil,2023,Trouble bipolaire,11.77,Homme
Brazil,2023,Dépression majeure,4.18,Les deux
Brazil,2023,Dépression majeure,9.44,Femme
